tanggal,provinsi,kabupaten,kecamatan,fasyankes,penyakit,kode_penyakit,minggu,tahun,tahun_minggu,tahun_minggu_f,age_group,kelamin,kasus
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Male,9
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Female,4
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Male,6
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Female,5
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Male,11
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Female,7
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,,1
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,51
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,80
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Male,36
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,50
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,70
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,78
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Male,23
2022-12-15,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Female,22
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,C. 28 day old - 1 year old,Female,2
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,D. 1 - 4 year old,Male,1
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Male,4
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Female,3
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Female,1
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,7
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,13
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Male,2
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,3
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,3
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,16
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Male,2
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Female,2
2022-12-15,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,UNDEFINED,Female,1
2022-12-15,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,50.0,2022.0,2022 - 50,2022.5,,Male,28
2022-12-15,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,50.0,2022.0,2022 - 50,2022.5,,Female,71
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,50.0,2022.0,2022 - 50,2022.5,,Male,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,50.0,2022.0,2022 - 50,2022.5,,Female,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,Kluster Penyakit yang tidak lazim,T,50.0,2022.0,2022 - 50,2022.5,,Female,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,Sindrom Jaundice Akut,G,50.0,2022.0,2022 - 50,2022.5,,Male,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,Suspek Difteri,L,50.0,2022.0,2022 - 50,2022.5,,Male,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,50.0,2022.0,2022 - 50,2022.5,,,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,50.0,2022.0,2022 - 50,2022.5,,Male,44
2022-12-16,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,50.0,2022.0,2022 - 50,2022.5,,Female,65
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,C. 28 day old - 1 year old,Male,3
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,D. 1 - 4 year old,Male,5
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,D. 1 - 4 year old,Female,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Male,9
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Female,1
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Male,2
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Female,2
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Male,3
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Female,6
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,25
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,48
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Male,43
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,34
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,73
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,82
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Male,27
2022-12-16,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Female,30
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,C. 28 day old - 1 year old,Male,1
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,D. 1 - 4 year old,Female,2
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Male,4
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Female,1
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Male,2
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Female,2
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Male,3
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Female,3
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,8
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,7
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Male,1
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,3
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,8
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,12
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Male,4
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Female,6
2022-12-16,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,,Female,1
2022-12-16,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,50.0,2022.0,2022 - 50,2022.5,,Male,21
2022-12-16,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,50.0,2022.0,2022 - 50,2022.5,,Female,24
2022-12-17,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,50.0,2022.0,2022 - 50,2022.5,,,2
2022-12-17,BALI,KAB. BULELENG,BULELENG,BULELENG I,Gigitan Hewan Penular Rabies,P,50.0,2022.0,2022 - 50,2022.5,,Female,1
2022-12-17,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,50.0,2022.0,2022 - 50,2022.5,,Female,2
2022-12-17,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,50.0,2022.0,2022 - 50,2022.5,,,1
2022-12-17,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,50.0,2022.0,2022 - 50,2022.5,,Male,60
2022-12-17,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,50.0,2022.0,2022 - 50,2022.5,,Female,51
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,C. 28 day old - 1 year old,Female,2
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,D. 1 - 4 year old,Male,2
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Male,3
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Female,3
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Male,2
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Male,3
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,13
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,18
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Male,15
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,12
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,29
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,39
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Male,6
2022-12-17,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Female,7
2022-12-17,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,50.0,2022.0,2022 - 50,2022.5,,Male,10
2022-12-17,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,50.0,2022.0,2022 - 50,2022.5,,Female,11
2022-12-18,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,2
2022-12-18,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,4
2022-12-18,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,2
2022-12-18,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,5
2022-12-18,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,4
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,C. 28 day old - 1 year old,Female,1
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,D. 1 - 4 year old,Female,3
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Male,5
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,E. 5 - 9 year old,Female,2
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Male,3
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,F. 10 - 14 year old,Female,5
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Male,3
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,G. 15 - 19 year old,Female,4
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Male,7
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,H. 20 - 44 year old,Female,21
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Male,7
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,I. 45 - 54 year old,Female,7
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Male,15
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,J. 55 - 69 year old,Female,14
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Male,5
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,K. > 70 year old,Female,8
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,,Male,2
2022-12-18,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,50.0,2022.0,2022 - 50,2022.5,UNDEFINED,Female,1
2022-12-19,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,51.0,2022.0,2022 - 51,2022.51,,,2
2022-12-19,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,51.0,2022.0,2022 - 51,2022.51,,,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,51.0,2022.0,2022 - 51,2022.51,,Male,5
2022-12-19,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,51.0,2022.0,2022 - 51,2022.51,,Female,8
2022-12-19,BALI,KAB. BULELENG,BULELENG,BULELENG I,Kluster Penyakit yang tidak lazim,T,51.0,2022.0,2022 - 51,2022.51,,Female,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,Male,67
2022-12-19,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,Female,95
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,51.0,2022.0,2022 - 51,2022.51,J. 55 - 69 year old,Female,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,A. 0 - 7 day old,Female,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,B. 8 - 28 day old,Male,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,C. 28 day old - 1 year old,Female,2
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,D. 1 - 4 year old,Male,5
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,D. 1 - 4 year old,Female,1
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,E. 5 - 9 year old,Male,7
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,E. 5 - 9 year old,Female,5
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,F. 10 - 14 year old,Male,3
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,F. 10 - 14 year old,Female,4
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,G. 15 - 19 year old,Male,10
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,G. 15 - 19 year old,Female,6
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,H. 20 - 44 year old,Male,47
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,H. 20 - 44 year old,Female,64
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,I. 45 - 54 year old,Male,35
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,I. 45 - 54 year old,Female,60
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,J. 55 - 69 year old,Male,98
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,J. 55 - 69 year old,Female,90
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,K. > 70 year old,Male,39
2022-12-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,K. > 70 year old,Female,33
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,C. 28 day old - 1 year old,Male,1
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,D. 1 - 4 year old,Male,3
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,D. 1 - 4 year old,Female,1
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,E. 5 - 9 year old,Male,4
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,E. 5 - 9 year old,Female,2
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,F. 10 - 14 year old,Male,1
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,F. 10 - 14 year old,Female,2
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,G. 15 - 19 year old,Male,4
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,G. 15 - 19 year old,Female,4
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,H. 20 - 44 year old,Male,10
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,H. 20 - 44 year old,Female,12
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,I. 45 - 54 year old,Male,4
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,I. 45 - 54 year old,Female,2
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,J. 55 - 69 year old,Male,9
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,J. 55 - 69 year old,Female,9
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,K. > 70 year old,Male,3
2022-12-19,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,51.0,2022.0,2022 - 51,2022.51,K. > 70 year old,Female,5
2022-12-19,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,51.0,2022.0,2022 - 51,2022.51,,Male,5
2022-12-19,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,51.0,2022.0,2022 - 51,2022.51,,Female,10
2022-12-20,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,51.0,2022.0,2022 - 51,2022.51,,,1
2022-12-20,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,51.0,2022.0,2022 - 51,2022.51,,Male,3
2022-12-20,BALI,KAB. BULELENG,BULELENG,BULELENG I,ILI (Penyakit Serupa Influenza),Y,51.0,2022.0,2022 - 51,2022.51,,Female,3
2022-12-20,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,,1
2022-12-20,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,Male,85
2022-12-20,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,Female,102
2022-12-20,BALI,KAB. BULELENG,BULELENG,BULELENG I,None,None,51.0,2022.0,2022 - 51,2022.51,,,2
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,A. 0 - 7 day old,Female,1
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,A. 0 - 7 day old,,2
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,B. 8 - 28 day old,Female,1
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,C. 28 day old - 1 year old,Male,2
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,D. 1 - 4 year old,Male,5
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,D. 1 - 4 year old,Female,2
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,E. 5 - 9 year old,Male,6
2022-12-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,51.0,2022.0,2022 - 51,2022.51,E. 5 - 9 year old,Female,1
